te.name	strain	contig	start	end	strand	div	uniq.subs	uniq.subs.orf	centromere	denovo	tsd.5	tsd.adjacent	nts	tsd.3.reverse	tsd.3.forward	groups	keep.delete	transcribed	ref.contig	ref.start	ref.chrom	ref.chromatin	ref.region	start.new	tag.present.ref	target	motif	te.start	te.end
b3|3R|108952-112250|+|	b3	3R	108952	112250	+	0.6	NA	NA	non-centromere	yes	yes	no	no	no	no	5	delete	no	Contig11	34119	3	het	proximal_centromeric region	30507633	NA	Target	Motif:Jockey-3_Dmel_08212020	1000	4302
n25|tig00000394|68237-71550|+|	n25	tig00000394	68237	71550	+	0.5	NA	NA	non-centromere	yes	yes	no	no	no	no	5	delete	no	Contig11	34119	3	het	proximal_centromeric region	30507633	NA	Target	Motif:Jockey-3_Dmel_08212020	1000	4300
ISO1|Contig79|12677-13182|-|	ISO1	Contig79	12677	13182	-	3.4	13	8	centromere	no	no	no	no	no	no	0	keep	no	Contig79	12677	X	het	centromere	25236943	NA	Target	Motif:Jockey-3_Dmel_08212020	1332	1897
ISO1|Contig5|70367-74180|+|	ISO1	Contig5	70367	74180	+	0.6	2	2	non-centromere	yes	no	yes	no	yes	no	4	keep	no	Contig5	70367	X	het	.	22470912	reference	Target	Motif:Jockey-3_Dmel_08212020	491	4303
ISO1|Contig5|113171-116983|+|	ISO1	Contig5	113171	116983	+	0.6	1	1	non-centromere	yes	no	yes	no	yes	no	4	keep	no	Contig5	113172	X	het	.	22428107	reference	Target	Motif:Jockey-3_Dmel_08212020	491	4303
i23|tig00000142|26444-30274|+|	i23	tig00000142	26444	30274	+	0.6	NA	NA	non-centromere	yes	no	yes	no	yes	no	4	delete	no	Contig5	113172	X	het	.	22428107	NA	Target	Motif:Jockey-3_Dmel_08212020	491	4303
ISO1|3R_28|3954385-3957417|-|	ISO1	3R_28	3954385	3957417	-	0.4	2	2	non-centromere	yes	yes	yes	no	yes	no	0	keep	no	3R_28	3954385	3	eu	.	39809850	reference	Target	Motif:Jockey-3_Dmel_08212020	1259	4290
zh26|tig00002587|109387-113303|-|	zh26	tig00002587	109387	113303	-	0.5	1	1	non-centromere	yes	no	no	no	no	no	3	keep	no	3L_1	23259931	3	het	.	23259931	NA	Target	Motif:Jockey-3_Dmel_08212020	361	4275
b2|3L|23391580-23395495|-|	b2	3L	23391580	23395495	-	0.5	NA	NA	non-centromere	yes	no	no	no	no	no	3	delete	no	3L_1	23259931	3	het	.	23259931	NA	Target	Motif:Jockey-3_Dmel_08212020	361	4275
zh26|tig00000242|52424-54502|-|	zh26	tig00000242	52424	54502	-	1	11	11	centromere	yes	yes	no	no	no	no	0	keep	no	Contig119	42719	4	het	centromere	42719	NA	Target	Motif:Jockey-3_Dmel_08212020	1831	3876
a4|3R|27367023-27370767|-|	a4	3R	27367023	27370767	-	0.4	2	1	non-centromere	yes	yes	no	no	no	no	0	keep	no	3R_28	22573007	3	eu	.	58428472	present	Target	Motif:Jockey-3_Dmel_08212020	532	4275
zh26|tig00000242|51244-52429|-|	zh26	tig00000242	51244	52429	-	0.5	6	6	centromere	yes	no	no	no	no	no	0	keep	no	Contig119	42263	4	het	centromere	42263	NA	Target	Motif:Jockey-3_Dmel_08212020	3101	4275
ISO1|2L_1|13650159-13651269|-|	ISO1	2L_1	13650159	13651269	-	1	4	4	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	13650159	2	eu	.	13650159	NA	Target	Motif:Jockey-3_Dmel_08212020	3166	4275
zh26|tig00000970|14068-18414|-|	zh26	tig00000970	14068	18414	-	0.6	8	5	non-centromere	yes	yes	yes	yes	no	no	0	keep	no	3R_28	1718070	3	eu	.	37573535	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4275
ISO1|Y_Contig26|69496-70277|-|	ISO1	Y_Contig26	69496	70277	-	0.8	1	1	centromere	yes	no	no	no	no	no	0	keep	no	Y_Contig26	69496	Y	het	centromere	10043591	NA	Target	Motif:Jockey-3_Dmel_08212020	3492	4273
b59|tig00002169|653748-657634|+|	b59	tig00002169	653748	657634	+	0.5	5	5	non-centromere	yes	no	no	no	no	no	0	keep	no	3R_28	2762666	3	eu	.	38618131	NA	Target	Motif:Jockey-3_Dmel_08212020	431	4302
ISO1|Y_Contig26|12013-15383|+|	ISO1	Y_Contig26	12013	15383	+	0.9	5	3	centromere	yes	no	no	no	no	no	0	keep	no	Y_Contig26	12013	Y	het	centromere	9986108	NA	Target	Motif:Jockey-3_Dmel_08212020	899	4285
ISO1|Y_Contig26|6763-8366|+|	ISO1	Y_Contig26	6763	8366	+	1.2	1	0	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	6763	Y	het	centromere	9980858	NA	Target	Motif:Jockey-3_Dmel_08212020	181	1801
ISO1|Y_Contig26|11454-12015|+|	ISO1	Y_Contig26	11454	12015	+	2	0	NA	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	11454	Y	het	centromere	9985549	NA	Target	Motif:Jockey-3_Dmel_08212020	181	741
ISO1|Y_Contig26|18596-22715|+|	ISO1	Y_Contig26	18596	22715	+	1.1	9	8	centromere	no	no	no	no	no	no	0	keep	no	Y_Contig26	18596	Y	het	centromere	9992691	NA	Target	Motif:Jockey-3_Dmel_08212020	181	4296
b3|2R|9780237-9784562|+|	b3	2R	9780237	9784562	+	0.7	2	0	non-centromere	yes	no	no	yes	no	no	0	keep	no	2R_21	9780227	2	eu	.	38345417	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4299
ISO1|X_10|42102-45815|-|	ISO1	X_10	42102	45815	-	0.5	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	X_10	42102	X	het	.	24765137	NA	Target	Motif:Jockey-3_Dmel_08212020	558	4273
ISO1|2L_1|20255613-20258690|-|	ISO1	2L_1	20255613	20258690	-	0.5	4	1	non-centromere	yes	yes	no	no	no	no	0	keep	no	2L_1	20255613	2	eu	.	20255613	NA	Target	Motif:Jockey-3_Dmel_08212020	1191	4274
b2|2L|23427238-23428650|-|	b2	2L	23427238	23428650	-	0.3	NA	NA	non-centromere	yes	no	no	no	no	yes	8	delete	no	2L_2	46861	2	eu	.	23592289	NA	Target	Motif:Jockey-3_Dmel_08212020	2862	4273
a3|2L|23300057-23301468|-|	a3	2L	23300057	23301468	-	0.3	NA	NA	non-centromere	yes	no	no	no	no	yes	8	delete	no	2L_2	46861	2	eu	.	23592289	NA	Target	Motif:Jockey-3_Dmel_08212020	2862	4273
ISO1|2R_20|1819963-1821059|-|	ISO1	2R_20	1819963	1821059	-	0	0	0	non-centromere	yes	no	no	no	no	no	9	keep	no	2R_20	1819963	2	het	.	28318611	NA	Target	Motif:Jockey-3_Dmel_08212020	3166	4274
zh26|tig00000889|33374-37118|-|	zh26	tig00000889	33374	37118	-	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	0	delete	no	3R_28	25516206	3	eu	.	61371671	NA	Target	Motif:Jockey-3_Dmel_08212020	546	4289
ISO1|Y_Contig20|261387-262514|-|	ISO1	Y_Contig20	261387	262514	-	0.7	NA	NA	non-centromere	no	no	no	no	no	no	0	delete	no	Y_Contig20	261387	Y	het	.	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	948	2134
ISO1|Y_Contig20|268099-271863|-|	ISO1	Y_Contig20	268099	271863	-	0.6	NA	NA	non-centromere	no	yes	no	no	no	no	0	delete	no	Y_Contig20	268099	Y	het	.	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	231	4054
ISO1|Y_Contig20|263466-267507|-|	ISO1	Y_Contig20	263466	267507	-	0.6	NA	NA	non-centromere	no	yes	no	no	no	no	0	delete	no	Y_Contig20	263466	Y	het	.	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	231	4273
ISO1|Y_Contig20|256751-260792|-|	ISO1	Y_Contig20	256751	260792	-	0.6	NA	NA	non-centromere	no	yes	no	no	no	no	0	delete	no	Y_Contig20	256751	Y	het	.	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	231	4273
ISO1|Y_Contig17|75693-79024|+|	ISO1	Y_Contig17	75693	79024	+	0.4	NA	NA	non-centromere	yes	no	no	no	yes	no	0	delete	no	Y_Contig17	75693	Y	het	.	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	962	4293
b59|tig00002163|1091982-1094144|+|	b59	tig00002163	1091982	1094144	+	0.4	NA	NA	non-centromere	yes	yes	no	no	no	no	0	delete	no	3R_28	1464839	3	eu	.	37320304	NA	Target	Motif:Jockey-3_Dmel_08212020	2135	4295
ore|2L|23408270-23409682|-|	ore	2L	23408270	23409682	-	0.3	0	0	non-centromere	yes	no	no	no	no	yes	8	keep	no	2L_2	46861	2	eu	.	23592289	present	Target	Motif:Jockey-3_Dmel_08212020	2862	4273
a6|2L|23289855-23291312|+|	a6	2L	23289855	23291312	+	0.4	NA	NA	non-centromere	yes	no	no	no	no	yes	8	delete	no	2L_2	46861	2	eu	.	23592289	present	Target	Motif:Jockey-3_Dmel_08212020	2862	4301
t29a|tig00155135|32946-34390|+|	t29a	tig00155135	32946	34390	+	0.5	NA	NA	non-centromere	yes	no	no	no	no	no	8	delete	no	2L_2	46861	2	eu	.	23592289	present	Target	Motif:Jockey-3_Dmel_08212020	2862	4303
b3|2L|23316759-23318171|-|	b3	2L	23316759	23318171	-	0.3	NA	NA	non-centromere	yes	yes	no	no	no	yes	8	delete	no	2L_2	46861	2	eu	.	23592289	present	Target	Motif:Jockey-3_Dmel_08212020	2862	4273
zh26|tig00000098|14608-16366|-|	zh26	tig00000098	14608	16366	-	0.4	NA	NA	non-centromere	yes	no	no	no	no	no	0	delete	no	3L_1	16775665	3	eu	.	16775665	NA	Target	Motif:Jockey-3_Dmel_08212020	2518	4274
ab8|2R|3610192-3611288|-|	ab8	2R	3610192	3611288	-	0	NA	NA	non-centromere	yes	no	no	no	no	no	9	delete	no	2R_20	1819963	2	het	.	28318611	NA	Target	Motif:Jockey-3_Dmel_08212020	3166	4274
a4|X|23496790-23497215|+|	a4	X	23496790	23497215	+	0.5	NA	NA	non-centromere	yes	no	no	no	no	no	15	delete	no	X_10	67957	X	het	.	24790992	NA	Target	Motif:Jockey-3_Dmel_08212020	3870	4294
b2|X|23370946-23371374|-|	b2	X	23370946	23371374	-	0.5	1	0	non-centromere	yes	no	no	no	yes	no	15	keep	no	X_10	67957	X	het	.	24790992	absent	Target	Motif:Jockey-3_Dmel_08212020	3870	4297
b59|tig00000008|465347-466703|+|	b59	tig00000008	465347	466703	+	0.2	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	23864634	3	het	.	23864634	NA	Target	Motif:Jockey-3_Dmel_08212020	2936	4294
b59|tig00000460|14365-16541|-|	b59	tig00000460	14365	16541	-	0.5	4	4	non-centromere	yes	yes	no	no	no	no	0	keep	no	3R_28	1464833	3	eu	.	37320298	NA	Target	Motif:Jockey-3_Dmel_08212020	2135	4297
ab8|2L|21065937-21067414|+|	ab8	2L	21065937	21067414	+	0.4	2	2	non-centromere	yes	yes	no	no	no	no	7	keep	no	2L_1	21147132	2	eu	.	21147132	present	Target	Motif:Jockey-3_Dmel_08212020	2816	4292
b3|2L|20927941-20929417|+|	b3	2L	20927941	20929417	+	0.4	NA	NA	non-centromere	yes	yes	no	no	no	no	7	delete	no	2L_1	21147132	2	eu	.	21147132	NA	Target	Motif:Jockey-3_Dmel_08212020	2816	4291
ISO1|Contig95|752-2033|+|	ISO1	Contig95	752	2033	+	0.6	12	11	non-centromere	yes	no	no	no	no	no	0	keep	no	Contig95	752	X	het	proximal_centromeric region	25107614	NA	Target	Motif:Jockey-3_Dmel_08212020	3009	4297
ISO1|Contig95|3782-5075|+|	ISO1	Contig95	3782	5075	+	0.5	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	Contig95	3782	X	het	proximal_centromeric region	25110644	NA	Target	Motif:Jockey-3_Dmel_08212020	3009	4302
b2|3L|9962098-9963197|+|	b2	3L	9962098	9963197	+	0.1	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	9923538	3	eu	.	9923538	NA	Target	Motif:Jockey-3_Dmel_08212020	3196	4294
n25|tig00002726|1304019-1304886|-|	n25	tig00002726	1304019	1304886	-	0.3	NA	NA	non-centromere	yes	no	no	no	no	no	12	delete	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3409	4274
a4|2L|20196921-20197690|-|	a4	2L	20196921	20197690	-	0.5	NA	NA	non-centromere	yes	no	no	no	no	no	12	delete	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3506	4274
b3|2L|20116494-20117380|-|	b3	2L	20116494	20117380	-	0.5	NA	NA	non-centromere	yes	no	no	no	no	no	12	delete	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3408	4293
zh26|tig00002370|1131292-1132184|+|	zh26	tig00002370	1131292	1132184	+	0.3	NA	NA	non-centromere	yes	no	no	no	no	no	12	delete	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3408	4303
a6|2L|20417917-20418783|-|	a6	2L	20417917	20418783	-	0.3	NA	NA	non-centromere	yes	no	no	no	no	no	12	delete	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3409	4274
a3|2L|20169048-20169914|-|	a3	2L	20169048	20169914	-	0.3	1	1	non-centromere	yes	no	no	no	no	no	12	keep	no	2L_1	20293685	2	eu	.	20293685	NA	Target	Motif:Jockey-3_Dmel_08212020	3409	4274
n25|tig00000079|28725-29657|-|	n25	tig00000079	28725	29657	-	0	NA	NA	non-centromere	yes	no	no	no	no	no	11	delete	no	2R_21	2051667	2	eu	.	30616857	NA	Target	Motif:Jockey-3_Dmel_08212020	3340	4273
a4|2R|5244871-5247634|-|	a4	2R	5244871	5247634	-	1	0	3	non-centromere	yes	no	no	no	no	no	0	keep	no	2R_21	1755970	2	eu	.	30321160	NA	Target	Motif:Jockey-3_Dmel_08212020	1518	4275
n25|tig00002696|15164-16099|-|	n25	tig00002696	15164	16099	-	0	NA	NA	non-centromere	yes	no	no	no	no	no	11	delete	no	2R_21	2014424	2	eu	.	30579614	NA	Target	Motif:Jockey-3_Dmel_08212020	3340	4273
a7|U_29|17018-17976|+|	a7	U_29	17018	17976	+	0.2	0	0	non-centromere	yes	no	no	no	no	no	11	keep	no	2R_21	2051667	2	eu	.	30616857	NA	Target	Motif:Jockey-3_Dmel_08212020	3340	4297
a5|2R|3044055-3048360|+|	a5	2R	3044055	3048360	+	0.7	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4295
t29a|tig00000014|10283126-10283728|+|	t29a	tig00000014	10283126	10283728	+	0.5	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	8474309	3	eu	.	8474309	NA	Target	Motif:Jockey-3_Dmel_08212020	3702	4303
ISO1|Y_scaffold5|341448-344514|+|	ISO1	Y_scaffold5	341448	344514	+	0.6	5	5	non-centromere	yes	no	yes	no	yes	no	0	keep	no	Y_scaffold5	341448	Y	het	.	10555500	NA	Target	Motif:Jockey-3_Dmel_08212020	1195	4296
n25|tig00000340|48876-53014|+|	n25	tig00000340	48876	53014	+	0.7	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	156	4302
zh26|tig00002706|42384-46687|-|	zh26	tig00002706	42384	46687	-	0.7	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	2	4274
n25|tig00000341|11809-16129|-|	n25	tig00000341	11809	16129	-	1.1	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4296
n25|tig00000341|0-1828|-|	n25	tig00000341	0	1828	-	0.7	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	1	1799
b4|2R|2989875-2994185|+|	b4	2R	2989875	2994185	+	0.8	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4297
zh26|tig00002740|27573-31931|+|	zh26	tig00002740	27573	31931	+	0.8	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4303
a5|2R|3004786-3005242|+|	a5	2R	3004786	3005242	+	2	0	NA	non-centromere	yes	no	yes	yes	yes	yes	1	keep	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4303
i23|tig00001322|13414-17725|-|	i23	tig00001322	13414	17725	-	0.8	NA	NA	non-centromere	yes	no	yes	yes	yes	yes	1	delete	no	2R_20	1398071	2	het	.	27896719	NA	Target	Motif:Jockey-3_Dmel_08212020	2	4274
b6|2R|255305-256747|+|	b6	2R	255305	256747	+	0.3	NA	NA	non-centromere	yes	no	no	no	no	yes	8	delete	no	2L_2	46861	2	eu	.	23592289	NA	Target	Motif:Jockey-3_Dmel_08212020	2862	4303
a1|2L|23484289-23485701|-|	a1	2L	23484289	23485701	-	0.3	NA	NA	non-centromere	yes	no	no	no	no	yes	8	delete	no	2L_2	46861	2	eu	.	23592289	NA	Target	Motif:Jockey-3_Dmel_08212020	2862	4273
a7|3L|27586598-27587713|-|	a7	3L	27586598	27587713	-	0.1	NA	NA	non-centromere	yes	no	no	no	no	no	9	delete	no	3L_10	924878	3	het	.	28491084	NA	Target	Motif:Jockey-3_Dmel_08212020	3165	4292
zh26|tig00000098|16364-17484|-|	zh26	tig00000098	16364	17484	-	0.6	1	0	non-centromere	yes	no	no	no	no	no	0	keep	yes	3L_1	16776784	3	eu	.	16776784	present	Target	Motif:Jockey-3_Dmel_08212020	1175	2294
zh26|tig00002607|434756-437569|-|	zh26	tig00002607	434756	437569	-	0.5	2	2	non-centromere	yes	no	yes	no	yes	no	0	keep	no	3R_28	7400385	3	eu	.	43255850	NA	Target	Motif:Jockey-3_Dmel_08212020	1467	4274
ISO1|Y_Contig26|36446-39903|-|	ISO1	Y_Contig26	36446	39903	-	0.9	9	7	centromere	yes	no	no	no	no	no	0	keep	no	Y_Contig26	36446	Y	het	centromere	10010541	NA	Target	Motif:Jockey-3_Dmel_08212020	841	4294
ISO1|Y_Contig26|73602-77222|+|	ISO1	Y_Contig26	73602	77222	+	0.9	6	4	centromere	yes	yes	yes	yes	no	no	0	keep	no	Y_Contig26	73602	Y	het	centromere	10047697	NA	Target	Motif:Jockey-3_Dmel_08212020	1	3605
a7|U_197|19240-22477|+|	a7	U_197	19240	22477	+	0.5	1	1	non-centromere	yes	yes	no	no	no	no	0	keep	no	3L_1	23568715	3	het	.	23568715	present	Target	Motif:Jockey-3_Dmel_08212020	1060	4296
a7|3L|23556558-23557682|+|	a7	3L	23556558	23557682	+	1	5	5	non-centromere	yes	no	no	no	no	no	6	keep	no	3L_1	23568893	3	het	.	23568893	NA	Target	Motif:Jockey-3_Dmel_08212020	2908	4293
b59|tig00000008|735413-738638|-|	b59	tig00000008	735413	738638	-	0.4	NA	NA	non-centromere	yes	yes	no	no	no	no	6	delete	no	3L_1	23568893	3	het	.	23568893	NA	Target	Motif:Jockey-3_Dmel_08212020	1060	4272
a2|2L|20701474-20703406|+|	a2	2L	20701474	20703406	+	0.4	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	20749388	2	eu	.	20749388	NA	Target	Motif:Jockey-3_Dmel_08212020	2370	4301
ISO1|3_scaffold1|80781-82605|-|	ISO1	3_scaffold1	80781	82605	-	0.8	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	3_scaffold1	80781	3	het	.	33839601	NA	Target	Motif:Jockey-3_Dmel_08212020	2392	4274
t29a|tig00155099|855-4473|+|	t29a	tig00155099	855	4473	+	0.7	17	10	centromere	yes	no	yes	no	yes	no	0	keep	no	Contig79	35005	X	het	centromere	25259271	present	Target	Motif:Jockey-3_Dmel_08212020	684	4293
t29a|tig00155100|0-3596|+|	t29a	tig00155100	0	3596	+	1.9	NA	NA	centromere	yes	no	yes	no	yes	no	0	delete	no	Contig79	38251	X	het	centromere	25262517	NA	Target	Motif:Jockey-3_Dmel_08212020	854	4299
ISO1|3_scaffold1|82591-83966|-|	ISO1	3_scaffold1	82591	83966	-	0.7	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3_scaffold1	82591	3	het	.	33837791	NA	Target	Motif:Jockey-3_Dmel_08212020	581	1955
a1|3R|4319110-4322823|-|	a1	3R	4319110	4322823	-	0.6	1	1	non-centromere	yes	no	no	no	no	no	0	keep	no	unknown	NA	NA	NA	NA	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	581	4296
ISO1|Y_Contig26|24030-26576|-|	ISO1	Y_Contig26	24030	26576	-	1.1	7	7	centromere	no	no	yes	no	yes	no	0	keep	no	Y_Contig26	24030	Y	het	centromere	9998125	NA	Target	Motif:Jockey-3_Dmel_08212020	1762	4293
ISO1|Y_Contig26|27741-32100|-|	ISO1	Y_Contig26	27741	32100	-	1.2	8	4	centromere	no	yes	yes	yes	yes	no	0	keep	no	Y_Contig26	27741	Y	het	centromere	10001836	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4293
ab8|2R|4745274-4749612|+|	ab8	2R	4745274	4749612	+	0.8	6	4	non-centromere	yes	yes	yes	yes	no	yes	0	keep	no	2R_21	972777	2	het	.	29537967	present	Target	Motif:Jockey-3_Dmel_08212020	1	4295
ISO1|Y_Contig26|83322-86768|-|	ISO1	Y_Contig26	83322	86768	-	0.8	1	0	centromere	yes	yes	yes	yes	no	no	0	keep	no	Y_Contig26	83322	Y	het	centromere	10057417	NA	Target	Motif:Jockey-3_Dmel_08212020	1	3484
ISO1|Y_Contig26|93293-97605|-|	ISO1	Y_Contig26	93293	97605	-	0.9	4	2	centromere	yes	no	no	yes	no	no	0	keep	no	Y_Contig26	93293	Y	het	centromere	10067388	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4296
ISO1|Y_Contig26|88263-91914|-|	ISO1	Y_Contig26	88263	91914	-	0.7	3	0	centromere	yes	no	no	no	no	no	0	keep	no	Y_Contig26	88263	Y	het	centromere	10062358	NA	Target	Motif:Jockey-3_Dmel_08212020	646	4296
t29a|tig00002211|0-4045|-|	t29a	tig00002211	0	4045	-	0.8	25	22	non-centromere	yes	no	no	no	no	no	0	keep	no	unknown	NA	NA	NA	NA	NA	NA	Target	Motif:Jockey-3_Dmel_08212020	27	4022
zh26|tig00001388|32265-35271|-|	zh26	tig00001388	32265	35271	-	0.4	1	1	non-centromere	yes	no	no	no	no	yes	0	keep	no	3L_4	1039367	3	het	.	25671896	present	Target	Motif:Jockey-3_Dmel_08212020	1272	4275
t29a|tig00002052|7178816-7182951|+|	t29a	tig00002052	7178816	7182951	+	0.7	1	0	non-centromere	yes	no	no	yes	yes	no	0	keep	no	2L_1	472482	2	eu	.	472482	present	Target	Motif:Jockey-3_Dmel_08212020	153	4298
a4|2R|14951286-14955633|+|	a4	2R	14951286	14955633	+	0.8	0	0	non-centromere	yes	yes	yes	yes	no	no	0	keep	no	2R_21	11536911	2	eu	.	40102101	present	Target	Motif:Jockey-3_Dmel_08212020	1	4303
a1|2R|5543806-5544793|-|	a1	2R	5543806	5544793	-	0.2	0	0	non-centromere	yes	no	no	no	no	no	10	keep	no	2R_21	5543764	2	eu	.	34108954	NA	Target	Motif:Jockey-3_Dmel_08212020	3288	4275
b6|2R|5598304-5599291|-|	b6	2R	5598304	5599291	-	0.2	NA	NA	non-centromere	yes	no	no	no	no	no	10	delete	no	2R_21	1890881	2	eu	.	30456071	NA	Target	Motif:Jockey-3_Dmel_08212020	3288	4275
a4|U_27|18679-21438|-|	a4	U_27	18679	21438	-	0.5	0	0	non-centromere	yes	no	no	no	no	yes	0	keep	yes	unknown	NA	NA	NA	NA	NA	unknown	Target	Motif:Jockey-3_Dmel_08212020	1540	4298
a4|U_21|22190-26533|+|	a4	U_21	22190	26533	+	0.8	0	0	non-centromere	yes	yes	yes	yes	no	yes	0	keep	no	unknown	NA	NA	NA	NA	NA	unknown	Target	Motif:Jockey-3_Dmel_08212020	1	4300
a2|2R|6995630-6999585|-|	a2	2R	6995630	6999585	-	0.8	6	3	non-centromere	yes	yes	no	no	no	no	0	keep	yes	2R_21	3731832	2	eu	.	32297022	present	Target	Motif:Jockey-3_Dmel_08212020	321	4275
t29a|tig00000040|2179952-2181087|+|	t29a	tig00000040	2179952	2181087	+	0.6	2	1	non-centromere	yes	no	no	no	no	no	0	keep	no	X_1	21160963	X	eu	.	21160963	NA	Target	Motif:Jockey-3_Dmel_08212020	3122	4293
i23|tig00001326|4073-8434|-|	i23	tig00001326	4073	8434	-	0.9	13	3	non-centromere	yes	no	no	yes	no	no	0	keep	yes	2R_20	1403091	2	het	.	27901739	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4275
a6|3L|21812270-21816611|-|	a6	3L	21812270	21816611	-	0.9	1	1	non-centromere	yes	yes	yes	yes	no	no	0	keep	yes	3L_1	21891982	3	eu	.	21891982	NA	Target	Motif:Jockey-3_Dmel_08212020	1	4296
a1|3L|20028655-20029131|+|	a1	3L	20028655	20029131	+	0	0	0	non-centromere	yes	no	no	no	no	yes	14	keep	no	3L_1	20030522	3	eu	.	20030522	present	Target	Motif:Jockey-3_Dmel_08212020	3828	4303
b6|4|1027405-1027835|-|	b6	4	1027405	1027835	-	0	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	4_2	950978	4	eu	.	1144892	NA	Target	Motif:Jockey-3_Dmel_08212020	3870	4299
b4|3R|5331033-5331782|+|	b4	3R	5331033	5331782	+	0.1	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3R_28	1341765	3	eu	.	37197230	NA	Target	Motif:Jockey-3_Dmel_08212020	3555	4303
a4|3L|22469798-22470644|+|	a4	3L	22469798	22470644	+	0.1	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	3L_1	22518479	3	eu	.	22518479	NA	Target	Motif:Jockey-3_Dmel_08212020	3457	4302
a4|2R|15872923-15875190|+|	a4	2R	15872923	15875190	+	0.5	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	2R_21	12455416	2	eu	.	41020606	NA	Target	Motif:Jockey-3_Dmel_08212020	2036	4302
ISO1|Contig150|103194-104919|+|	ISO1	Contig150	103194	104919	+	0.5	0	0	non-centromere	yes	yes	no	no	no	yes	0	keep	no	Contig150	103194	.	het	.	NA	reference	Target	Motif:Jockey-3_Dmel_08212020	2579	4303
t29a|tig00002052|6503203-6504676|+|	t29a	tig00002052	6503203	6504676	+	0.5	0	0	non-centromere	yes	no	no	no	no	no	0	keep	no	2L_1	1141494	2	eu	.	1141494	NA	Target	Motif:Jockey-3_Dmel_08212020	2830	4297
ore|2L|19519416-19520056|+|	ore	2L	19519416	19520056	+	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	13	delete	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4303
a2|2L|19479299-19479939|+|	a2	2L	19479299	19479939	+	0.6	NA	NA	non-centromere	yes	no	no	no	no	no	13	delete	yes	2L_1	19498810	2	eu	.	19498810	NA	Target	Motif:Jockey-3_Dmel_08212020	3664	4303
